title,abstract,mark
每天用肥皂洗鼻窦可以降低感染肺炎风险,新型冠状病毒会通过鼻黏膜造成感染，预防上主要是勤洗手，避免不干净的手触摸鼻子，或戴口罩隔离飞沫，洗鼻无法持续提供防范，也就无法降低感染肺炎风险。,1
德国总理默克尔居家隔离,3月22日，德国联邦政府发表声明，在获悉与自己接触的医生新冠肺炎病毒检测呈阳性后，德国总理默克尔已居家隔离。据悉，默克尔在本周日宣布新的疫情管控措施后不久被告知这一消息，该医生3月20日曾给默克尔注射肺炎链球菌疫苗。联邦政府发言人塞伯特称，默克尔将在未来几天接受“常规检查”，并暂时居家工作。,2
为让民众在家隔离，普京在街上放了800只狮子老虎,狮子出现在城市内街道上的图片是2016年的老图，图片拍摄于南非约翰内斯堡。据《每日邮报》报道，当时某电影制作方向当地动物园借了狮子用于拍摄，有人拍到了照片并发布在了网上。一些配有“Breaking News”（突发新闻）字样的狮子图则是用假新闻生成器制作的。据塔斯社报道，俄罗斯第一副总理于3月21日接受采访时表示，尚无计划命令俄罗斯公民留在家中。,1
受疫情影响，游客减少，威尼斯出现天鹅和海豚游泳,《国家地理》杂志已经对这些图片进行了查证，天鹅游泳的照片是在布拉诺岛拍摄，这是大威尼斯地区的一个小岛，和我们熟知的威尼斯市并不一样。海豚游泳的视频则是在撒丁岛拍摄的，这个岛在意大利西南部，是地中海的第二大岛，距离威尼斯800公里。,1
广州“女毒王”照片曝光，戴墨镜在国外游玩,流传文章里所附的女子照片并非广州出现的新冠病例，而是微博上一位旅游博主在2016年拍的旅游照片，该照片跟广州“女毒王”没有任何关系。目前，该博主已在微博进行澄清，发布相关信息的游戏博主也删博道歉。根据广州疾控中心发布的公开信息，3月17日确有包括刘某在内的3例境外输入型病例，刘某此前从广州出发去泰国旅行，回国后还去广西出差，后在中山大学附属第一医院确诊。网上流传的“女毒王4天坐遍广州每一条地铁线路”的说法有待证实。,1
中国球员武磊在西班牙确诊感染新冠病毒,新华社3月21日发布快讯，中国球员武磊确诊感染新冠病毒。中国足协也从西班牙人足球俱乐部获知武磊目前症状轻微，正接受治疗。西班牙科贝电台记者、西班牙人跟队记者托马斯·古斯彻采访西班牙人队医得知，被感染的球员们都恢复得不错，有望在本月内康复。,2
美国启用10艘医疗舰驶入纽约港，收治新冠肺炎病人,根据央视军事的报道，美国联邦政府确实有计划派遣医疗舰，但并非流传说法里的“10艘”。美国海军目前只拥有两艘医疗舰，分别是“仁慈”号和“舒适”号。医疗舰目前尚不能接受传染病人，主要收治普通病人，缓解民用医疗资源压力。美国国防部也发布信息称，1000张病床是指除了医疗船外，美国军方还可以提供其他可部署医疗单位来提供约1000张病床。,1
斯坦福大学：能憋气10秒就没感染新冠病毒,斯坦福大学在社交媒体上发布辟谣信息称，网上传播的自我检测新冠病毒方法（憋气10秒自测等）都是虚假信息，并非来自斯坦福大学。斯坦福大学卫生保健部发言人丽萨·金在接受媒体采访时也称网上流传的帖子与斯坦福大学无关，且包含的信息是不准确的。新冠肺炎并不存在自测的方法，目前主要还是依靠病原学和血清学检查，医生也会结合流行病学史和临床表现综合判断。,1
武汉殡仪馆招募义工，工资日结，4000元/晚,潇湘晨报记者按照义工招募信息中的电话，联系上何先生。何先生称：“因为疫情的事，要建一些临时建筑，我有挖掘机，需要招挖掘机司机，于是就是朋友圈、微信发了招聘启事。”令他没料到的是，手机号泄露了，被人造谣编排成了“招抬尸工”的信息。目前，何先生已在孝感、武汉分别报警。,1
西班牙生物学家：C罗梅西收入高，找他们要疫苗,流传说法中图片的原始出处是2018年4月摩洛哥政府官网的一篇报道。并不是什么西班牙生物学者炮轰“科研人员收入低，C罗梅西收入高”，而是时任西班牙农业大臣的特赫里纳（流传图片里的女士）在采访中评价摩洛哥的农业发展问题。,1
因带宽压力，欧盟敦促网飞等平台停止提供高清视频,欧盟专员布雷顿(Thierry Breton) 与网飞公司CEO 里德·哈斯廷斯（Reed Hastings）通过电话协商了此事。布雷顿称：在与疫情的战斗中，流媒体平台、电信运营商、用户都有着共同的责任采取措施，保证互联网的平稳运行。同时，布雷顿还在个人社交网络账号上呼吁用户：没必要看高清视频的情况下，请观看标清视频。网飞将降低平台上所有视频的码率，为期30天。网飞发言人在一份声明中称：在保证良好服务体验的同时，网飞预估带给欧洲网络的带宽压力将比之前降低25%。,2
如果身边朋友同事得过新冠肺炎，今后两年绝不能接触,病毒感染治愈后，人体内会有一些抗体，起到保护作用。这些人群除非再次感染，否则就跟普通人一样，大家没必要对他们敬而远之。一百多年前的流感，刚出现时带来上千万人死亡，现在每年都会流行，只是死亡人数并没有出奇的多。随着这么多年对流感病毒的研究、抗流感药奥司他韦的出现、流感疫苗的成功研发、关于手卫生及相关科普的普及，流感开始变得可防可控，大家现在慢慢也习惯了这个病毒。那么，新冠肺炎病毒的防控要变得可控，是否也需要上百年？这个现在不太好预测，不同的病毒有不同的特性，现在我们对新冠肺炎病毒的了解还不够多，过度恐慌和过度放松都不合适。而相关的药物研究和疫苗研究其实已经开始进行了。,1
援鄂医务人员均可获一枚纪念章，全家终生免费游湖北,据湖北文艺网官方消息及湖北日报相关报道，2月16日，湖北省文联、湖北省美协组织了湖北省抗疫援鄂纪念章设计作品征集评选活动，活动最终评选出了10件学术奖作品，这些获奖作品将被制作成金属纪念章，赠予部分抗疫援鄂的医务工作者。“每个援鄂医务人员一枚金色纪念章”的说法不实。网传消息中“全家”“终生”免费游湖北的表述也并不准确。根据2月20日湖北省文化和旅游厅官网消息，湖北所有A级旅游景区5年内对援鄂医疗队员免门票，但援鄂医疗队员只可携带亲属一名，且不限次免门票游览省内A级旅游景区的时间期限为5年，并非“终生”。,3
NBA球员欧文等三人新冠病毒检测结果呈阳性,3月19日，布鲁克林篮网队官方微博辟谣称，关于“布鲁克林篮网队病毒检测结果公布，欧文等人病毒检测结果呈阳性”的消息不属实。,1
江西省3月19前已官宣各级学校于4月5日分批开学,网传“报告”中的开学信息不实。3月19日上午，江西省教育厅相关负责人表示，目前江西省春季开学时间尚未确定，确定后会及时发布通知，并且提醒市民，疫情期间，请大家不信谣、不传谣，一切要以官方权威信息为准。,1
A型血更易感染新冠肺炎，O型血不易感,研究没有正式发表，没有经过同行评议，所以不应被视为结论性的、指导临床实践/健康相关行为的信息，也不应作为既定事实在新闻媒体报道。“A、B、O、AB血型与新冠肺炎易感性存在关联”是一个流行病学的研究结果，表述的是血型与病毒感染的相关性，不能简单做出因果关系的解释，也不能过度解读研究结果。另外，该研究中用来作为参考的对照数据，是之前对武汉市3694名正常人的血型调查，这是一个历史数据，这个数据能否真正代表新冠肺炎患者“所属”人群本来应该有的血型分布？是不确定的。即便血型与病毒感染有相关性，也不能用来指导防疫措施。如果与一个感染者进行了无保护的密切接触，O型血的人被感染仍然是一个大概率事件。,3
市政府会仪（议）精神：3月22日可点对点返鄂返汉,武汉广播电视台通过其官方微博回应网传说法：记者已核实，在社交媒体流传的“市政府会议精神”系谣言。,1
天津大中小学、幼儿园开学时间3月17日前已确定,“天津市委市政府发布会议精神”信息为谣言，目前官方并未发布相关信息。截至3月17日，天津市具体开学时间仍未确定。,1
福建高三和初三年级3月23日开学,3月17日，福建省教育考试院发布声明称，关于福建省2020年春季开学通知的图文为P图造谣。 ​福建省教育考试院未发布开学通知，具体开学时间以省教育厅的官方通知为标准。,1
石正丽警告：对疫情不必太乐观，蚊虫或成第三宿主,3月17日，中国科学院武汉病毒研究所发表声明称，《石正丽凌晨发出警告：对疫情不必抱有太大乐观，蚊虫或成第三宿主》系谣言，石正丽研究员从未发布过任何相关信息。,1
《老人报》八年前预测新型冠状病毒会输入爆发,网上流传的《老人报》报道截图，显示的是2012年10月3日的报道《中国不排除新型冠状病毒输入可能》。标题所指的“新型冠状病毒”不是现在肆虐全球的新型冠状病毒COVID-19，而是2012年9月在沙特阿拉伯发现的MERS-CoV（中东呼吸综合征冠状病毒）。冠状病毒为一类大型家族病毒，包括从普通感冒到严重急性呼吸道综合征（SARS）等可导致人类罹患的系列疾病。虽然COVID-19和MERS-CoV同属于冠状病毒，但两者的核苷酸存在差异，属于不同病毒。感染后的症状与死亡率也不相同。目前，中东呼吸综合征冠状病毒的起源尚不十分清楚。,1
日本医生建议：大量喝水保持喉咙湿润，预防新冠病毒,我们常见的疾病，比如感冒、流感、病毒性肺炎主要是通过咳嗽、喷嚏以及空气播散的飞沫在人际间传播。其中上呼吸道中的鼻、咽粘膜上皮细胞是最初的感染部位，也就是咽喉处并不是造成感染的唯一部位。不可否认喝水对身体的帮助，但是喝水保持咽喉湿润就能预防病毒没有任何依据，咽喉湿润也无法避免病毒会通过上呼吸道进入下呼吸道（支气管、肺部等），15分钟喝一次水更是不切实际。对于无孔不入的病毒，保持手卫生更为重要，在接触疑似病人、疑似污染物后，勤洗手，避免不洁净的手直接揉鼻子或眼睛。,1
湖南汨罗新增19例新冠肺炎患者,较真团队查阅汨罗市人民政府官网发现，汨罗市3月11日至3月12日(统计时间截至当日18时），“疫情概况”通报均为：确诊病例6例，现有疑似病例0例，出院病例6例。即连续三日无新增病例。3月13日下午，岳阳市举行疫情防控暨复工复产工作新闻发布会，岳阳市卫健委副主任王耀平称，在对既往发热病人筛查排查时，发现汨罗、屈原两市密切接触者中有5名无症状感染者，这5名无症状感染者及其密切接触者已集中进行医学隔离观察。所有医学隔离观察的人员身体健康状况良好。汨罗市疫情防控指挥部在接受岳阳日报记者采访时表示，自疫情发生以来，疫情防控指挥部一直按照有关规定，如实向上报送疫情信息，不存在瞒报情况，网传信息系谣言。,1
意大利新冠疫情严重，军方动用坦克封城,该视频是真实的，也确实发生在意大利，但跟新冠肺炎导致的全国封闭无关，意大利本国媒体已经进行了辟谣。国外社交网站还把这些坦克说成是在镇压50名越狱的逃犯，这个说法也不属实。据BBC的报道，意大利军方已经确认这些坦克属于驻扎在巴勒莫的第6团，刚从撒丁岛的军事演习中返回，既没有被派去处理越狱的逃犯，也和新型冠状病毒没有任何关系。,1
汤姆·汉克斯宣布他和妻子感染新冠病毒,汤姆·汉克斯本人通过社交网站发表声明，自己和妻子目前在澳大利亚做新型冠状病毒核酸检测后结果呈阳性。后续二人会接受进一步检测、观察与隔离。,2
NBA官方确认暂停2019-2020赛季,据NBA官方确认，2019-2020赛季暂停。目前爵士中锋戈贝尔已确诊为新冠肺炎。,2
新型冠状病毒和乙肝病毒一样,乙肝有急性和慢性之分，慢性乙肝属于持续性病毒感染中的慢性感染。乙肝病毒的慢性化是因为有cccDNA（共价闭合环状DNA）的存在，且难被清除，所以需要长期服药控制。新冠病毒是RNA病毒，属于急性感染，没有cccDNA，和慢性乙肝有区别。有慢性乙肝患者检测不到保护性抗体是因为病毒一直在复制，子代病毒直接将保护性抗体全面“吸收”。新冠病毒是急性感染。目前有新冠病毒感染患者出院后核酸检测呈阳性，具体机理不清楚，有可能是恢复期病毒排出，也可能是病毒进入人体免疫特赦部分，还可能是患者治疗时使用的免疫抑制类（如皮质激素）药物导致。其中新冠病毒慢性化的可能性低。,1
中国捐助日本的检测试剂盒被美国强行拦截，已经用完,发布转发该消息的几乎都是自媒体，国内外各大媒体都无相关报道。还有自媒体称“是据俄罗斯卫星通讯社报道”，但无论是俄罗斯卫星通讯中文网站还是英文网站，都找不到这条消息。中国确实向日本支援了一批检测试剂盒。2月27日的外交部例会上，发言人赵立坚介绍称：此前中方已向日方交付了一批检测试剂盒。2月25日日本众议院预算委员会上，日本国立感染症研究所所长胁田隆字也向发问的西村智奈美议员确认：通过中国大使馆，我们收到了中国捐赠的一批核酸检测试剂盒，对这些试剂盒性质进行了验证，并将结果报告到了厚生劳动省。,1
抗病毒药阿昔洛韦能有效预防新冠肺炎,阿昔洛韦是1977年由Elion等人首次设计并合成的无环核苷类似物，并于1981年上市，此后在临床上作为治疗单纯疱疹和带状疱疹病毒的首选药物，为此Elion教授还拿了1988年的诺贝尔奖。不建议将阿昔洛韦用于预防新冠肺炎。再辉煌的过去也不能作为这个药物在其他领域再创辉煌的保证，中华结核和呼吸杂志最新的文章《针对2019新型冠状病毒的潜在抗病毒药物》中提到：目前临床上常用的抗病毒药物，包括神经氨酸酶抑制剂（奥司他韦、帕拉米韦、扎那米韦等）对2019-nCoV均无效（因为冠状病毒不产生神经氨酸酶），更昔洛韦、阿昔洛韦、利巴韦林等药物作用甚微，均不建议临床应用。,1
河南省中小学幼儿园3月14日起陆续开学,网络流传的“河南省教育局关于全省开学的通知”为谣言，河南省新乡市教育局和郑州市教育局均已澄清。且网传的“通知”文件不符合公文规范，存在诸多错漏。目前河南省关于开学的最新消息发布于河南省人民政府新闻办2月29日举行的“河南省新型冠状病毒感染的肺炎疫情防控工作”第二十场新闻发布会。会议提出全省大中小学校、幼儿园等开学、开园时间继续推迟，学生返校时间，将视疫情防控情况，经科学研判后确定，具体开学日期提前一周向社会发布。,1
 新冠病毒能在康复者体内存留数周但传染力变弱,通过“四名中/轻度患者出院后核酸检测又呈阳性”的案例，并不能直接得出“病毒能在康复者体内存留数周，但传染力变弱”这一结论。目前尚不确定此类康复者是否具有传染力，且康复者核酸检测阳性检测到的可能只是病毒残留的核酸片段，是否是真的“病毒存留”尚未可知。原论文提到“这项研究仅限于少数轻度或中度感染的患者。对于非医护人员及出院或隔离后感染较严重的患者，应进行进一步的随访研究”，可见报道标题的说法是很片面的。病人好转的过程中，由于将病毒彻底从人体清除需要一定时间，停药后也可能出现少量反弹，所以在这过程中，核酸检测“复阳”是有可能发生的。但检测为阳性并不代表康复者病情再次复发或者再次感染。,3
吴好运于泉州欣佳宾馆隔离期间死亡，没躲过追杀,“吴好运入住泉州欣佳宾馆”信息不实。泉州警方表示，目前关于泉州欣佳酒店的搜救行动仍在争分夺秒进行，请广大网民在关注事件进展的同时，尊重生命，不要编造、散布不实信息。,1
中国禁止医用口罩出口,中国商务部已于3月5日明确指出，中国政府没有针对口罩及其生产原材料出口设置任何贸易管制措施。企业可以按照市场化原则开展相关贸易。由于疫情防控和大规模复工复产的需要，中国国内口罩需求仍处于高位，存在供应缺口，现阶段各国从中国采购口罩的确可能会面临一些困难。,1
中国驻韩国使馆3月份暂停办理中国护照,中国驻韩大使馆回应：为确保在韩中国公民的正常工作生活，中国驻韩国大使馆在全力防范疫情的同时，正常办理护照/旅行证。鉴于目前每天到中国驻韩国使馆办证大厅人员数量仍在500以上，为尽可能减少人员聚集，使馆鼓励申请人根据自身情况及办证紧迫程度合理安排办证计划，适当提前或推迟中国驻韩国大使馆均会予以受理。,1
上海虹口足球场成为集中隔离点,根据上海市确定的涉外疫情防控和入境人员健康管理措施，所有中外人员，凡在进入上海之日前14天内，有过重点国家或地区旅居史的，一律实施居家隔离健康观察或集中隔离健康观察 14天，并由各区在浦东、虹桥两大机场安排专车、专人集中接送上述人员。经综合考虑交通组织、服务保障、安全防护等实际情况，虹口区将虹口足球场场馆外指定区域选定为从机场接回人员的交接点，将居住地在虹口且在机场经体温测量正常的入境人员通过大型巴士送到该指定区域，再由各街道快速接力，用小型车分别护送到家，确保严格落实14天居家隔离健康观察，形成工作闭环。该指定区域仅仅是一个人员交接点，而非网传的“集中隔离点”。,1
上海港汇恒隆广场被封，确诊一例，意大利人！,根据上海市卫健委通报，2020年3月8日0-12时，上海市排除新型冠状病毒肺炎疑似病例10例；新增治愈出院1例；无新增确诊病例。截至3月8日12时，上海累计确诊病例中，境外输入人员4例，均来自伊朗，无意大利确诊患者。上海港汇恒隆广场3月8日下午发布官方声明，称截止目前上海港汇恒隆广场并未发现任何新型冠状病毒肺炎确诊病例，针对近日朋友圈流传“港汇被封，确诊一例”的相关信息，经向相关部门核实后，所涉内容不实，为谣言。,1
每天用肥皂洗鼻窦可以降低感染肺炎风险,鼻窦是鼻腔里的孔洞，人有4对8个鼻窦，从上到下分别是额窦、筛窦、上颌窦、蝶窦。每个鼻窦都有一个或几个小开口（窦口）与鼻腔相通，鼻窦内部是个骨质的空腔，就像8个小房间。因为太小，且肉眼看不到，无法直接清洗。鼻粘膜是保护人体的重要组织，即使是做鼻腔护理也需要用等渗的生理盐水、生理性海盐水，或稍微高渗的海盐水，临床上不建议也不会用肥皂来清洗鼻腔。进行鼻腔护理的前提是，有鼻窦炎、流鼻涕、鼻炎等疾病，正常人不需要常规洗鼻，洗鼻的方法和用料不对会造成伤害。新型冠状病毒会通过鼻粘膜造成感染，预防上主要是勤洗手，避免不干净的手触摸鼻子；或戴口罩隔离飞沫。洗鼻无法持续提供防范，也就无法降低感染肺炎风险。,1
北医三院曾海基：中医治疗新冠肺炎320例无一死亡,3月5日，北京大学第三医院声明称：网传北京大学第三医院专家曾海基发布相关言论，经医院核实，我院查无此人。,1
李跃华夫妇受韩国邀请前往抗疫，代表国家出征邻国,上游新闻采访了李跃华本人，李跃华称：我不知道，是自媒体发的文章说我要去韩国。据第一财经报道，韩国驻华使馆的一位负责人向明确表示，目前居住在湖北省，或在入境韩国前的14天在湖北省居住的申请者，除了极个别情况外，没有获得韩国签证并被批准访问韩国的可能；此外，管辖湖北省的韩国驻武汉总领馆及签证已停止针对湖北省居民的签证签发业务。韩国疾病管理本部值班人员明确回复第一次财经记者称，未听说韩国政府官方主动邀请包括李跃华在内，任何外国医护人员参与韩国国内的防疫，尤其是临床医疗工作的情况。,1
湖北产地的水果不能吃,中国工程院副院长邓秀新表示，通过科学防疫，严格品控，湖北出来的水果是安全的。果蔬是不可能与人传染的，不要对湖北水果歧视。,1
政府已通告荆州将于3月10号解封复工,在荆州e线民生网站（荆州市纪委党风政风监督室荆州新闻网合办）上，荆州市直部门交通运输局回复：荆州3月10日解封是没有文件支持的，请及时关注政府通告。湖北省新型冠状病毒感染肺炎疫情防控指挥部2月20日发布通告称，湖北省内各类企业先按不早于3月10日24时前复工。省内大专院校、中小学、中职学校、技工院校、幼儿园延期开学。,1
新冠病毒会在夏季自行消失,世界卫生组织卫生紧急项目执行主任迈克尔·瑞安在日内瓦表示，尚无证据显示新冠病毒会在夏季自行消失，当前各国应全力抗击新冠肺炎疫情。瑞安表示，我们尚不清楚新冠病毒在不同气候条件下如何活动和表现。他强调，必须假设新冠病毒在夏天仍具有传播能力。为此，各国必须抓紧行动，而不能指望新冠病毒会像流感病毒一样在夏天自行消失。,3
牛蛙、甲鱼等已被列入禁食名单,国家林草局相关负责人2月20日向中新社表示，三部委尚未发布相关野生动物名录，更没有发布禁食名单。2月24日，十三届全国人大常委会第十六次会议表决通过了关于全面禁止非法野生动物交易、革除滥食野生动物陋习、切实保障人民群众生命健康安全的决定，全面禁止食用国家保护的“有重要生态、科学、社会价值的陆生野生动物”以及其他陆生野生动物，包括人工繁育、人工饲养的陆生野生动物。对于甲鱼、牛蛙类水生物种，3月5日召开的国务院联防联控机制新闻发布会上，农业农村部渔业渔政管理局局长张显良表示，包括中华鳖、乌龟在内的绝大多数养殖龟鳖，和蛙类中的牛蛙、美国青蛙两个引进种可以养殖食用。,1
支援武汉的上海52岁男医生感染新冠肺炎去世,根据上海市卫健委官方微博@健康上海12320 消息：经核查，上海援鄂医疗队队员中没有名为“陈建国”的队员。,1
意大利86人因新冠肺炎被隔离在妓院里14天,“意大利有86名嫖客被隔离在妓院里14天”是一个彻头彻尾的谣言。该谣言出自一个名为CEREBROTHER的网站，但这个网站其实是一个西班牙版“洋葱新闻”，专门发布讽刺性的搞笑假新闻。CEREBROTHER网站原文中提到，“86名嫖客被隔离在妓院里14天”是警方向欧洲新闻社(Europa Press)提供的消息，但经查证，Europa Press网站并没有任何相关内容。谣言原文中虚构的地点也不是意大利，而是西班牙的“Valencia”(瓦伦西亚)。,1
宠物狗会传播新型冠状病毒,香港一宠物狗确认“低程度感染新冠病毒”，应该是基于病毒检测中的弱阳性反应，说明宠物狗身上的病毒量不多，可能原因是病毒在犬类细胞中的繁殖不迅速。从目前的情况看，人传染狗的可能性较大。“狗传狗”可能性比较小，但并不能完全排除，也不确定是否所有的狗都会被新冠病毒感染。狗感染后会不会传给人需要更多证据支持。香港渔护署强调，现没有证据显示宠物会传播新型冠状病毒或会因此生病。在任何情况下，绝不应弃养宠物。针对目前情况，有以下注意事项：确诊患者的狗也需作为亲密接触者对待；居家隔离期间避免将病毒传染给宠物狗；在非常时期要限制宠物狗的活动；若出门，考虑给狗戴嘴罩，避免宠物狗啃咬污染物；注意给狗清洁、消毒。,3
钟南山近日出征欧洲，指导其他国家抗击疫情,较真检索公开报道和资料，截至3月5日早上9点，并未发现钟南山“公开出征欧洲”的消息。最近一次关于钟南山行程的报道是在3月2日。当天，广州医科大学附属第一医院与广东省驰援武汉医疗队通过远程视频连线，共同举行了广东战“疫”一线火线发展党员入党宣誓仪式，钟南山院士领誓。网上流传的“钟南山出征欧洲”的视频，点开一看文案是“钟南山将逆行‘出征’欧洲，向欧洲呼吸协会做视频报告”。视频报告确有其事，2月27日，钟南山说：“我这周末将应邀向欧洲呼吸学会做一个视频报告……”但由于流传视频文不对题，标题非常具有误导性，导致最终误传成“钟南山出征欧洲”。,1
花岗岩能预防新冠肺炎感染,这种说法的依据可能是来源于两种：花岗石加工成建筑装饰材料之后表面光滑致密，不容易滋生细菌，被演绎成了“杀菌”，在疫情到来的时候又被演绎成了“防病毒”；花岗石跟其他天然食材一样，可能存在一定的放射性，被演绎成了能够“抗病毒”。这两种理由都不合理。花岗石表面不容易滋生细菌，跟它能否防病毒毫无关系；而食材的放射性很微弱，不足以抗菌抗病毒，而且如果强度达到了杀菌抗病毒的量，那么对人体的损害也会很大。,1
日本厂家推出一体化防护头盔,经检索公开报道后发现，无论是日本主流媒体，还是社交网络，都并未有日本厂家推出防护头盔的消息。网传的图片并非“日本模特正在试戴该头盔”，而是日本某女子偶像组合的单曲封面，网传内容其实是网友对该单曲封面的调侃。,1
安宫牛黄丸可预防新冠肺炎,安宫牛黄丸曾入选《新型冠状病毒感染的肺炎诊疗方案》第三版及第四版的治疗方案，并只被推荐用于重症患者。但从《新型冠状病毒感染的肺炎诊疗方案（第五版）》起，安宫牛黄丸没有继续被推荐。此外，也没有任何指南或共识推荐使用安宫牛黄预防新冠肺炎。我们也检索不到任何公开发表的证据能证明该药对新冠肺炎有预防作用。,3
降压药会加重已感染新冠病毒的高血压患者病情,降压药本身不会加重已感染新冠病毒的高血压患者病情，反而对于减轻患者器官损伤有潜在的可能性。引起人体血压升高、动脉粥样硬化等多种“恶性”结果的物质是Ang II（血管紧张素II），ACE2（血管紧张素转换酶2）可以降解AngII，起到保护心血管和抑制炎症反应的作用。理论上，ACEI和ARB两类降压药通过抑制Ang II的活性，促进ACE2的表达，可以减轻肺损伤和炎性渗出，并减轻病毒对心肾等重要器官的损伤。,1
降压药会增加高血压患者感染病毒的风险,目前尚无证据证明降压药会增加高血压患者感染病毒的风险。ACEI和ARB两类降压药都可以增加ACE2在高血压患者组织中的表达，理论上说，这会增加高血压患者感染新冠病毒的机会。但目前发表的前期临床观察结果并未验证以上推测。目前的观点认为，ACE2的表达水平（含量）与病毒攻击是不一致的，高表达未必受到攻击，这提示病毒感染过程可能还需要其他受体或辅助因子的参与。高血压患者无论用不用药，都不是新冠肺炎的易感者。,3
用烟草能研发出新冠肺炎疫苗,“用烟草制造新冠肺炎疫苗”的新闻报道有误。并不是用新冠病毒感染烟叶，让烟叶产生抗体，实际上，研究者是通过基因工程的手段，用烟叶来生产新冠病毒的疫苗。这种可能性是存在的。通过烟叶生产出来的疫苗，到底是否成功，需要通过严格的临床试验来验证安全性和有效性。8年前开始的“烟草流感疫苗”目前刚完成临床试验，尚不能说已经成功。类似的文章标题很容易吸引人，因为大家迫切希望能看到一个疫苗获得成功。但科学是一个严肃的过程，需要时间。,3
疫情期间可以通过大强度锻炼提高抵抗力,首先要明确，居家健身不适宜进行长时间大强度锻炼。在居家防疫期间，为确保运动安全有效，运动强度必须适宜。强度过低，没有锻炼效果，但是长时间大强度的运动，会导致身体机能失调，免疫功能下降，并且运动损伤风险增加。因此，特别忌讳平常不运动、锻炼搞突击。居家健身运动强度适宜，主要表现是：运动后感觉轻度的呼吸急促，周身微热，面色微红，内心感觉轻松愉快。虽然稍微感觉有点疲乏，但是经过休息以后可以消除，并且没有疼痛和麻木。,1
韩国16名护士因新冠肺炎疫情集体辞职,韩国纽西斯通讯社2020年3月2日报道称，这些护士并非因为疫情而辞职，他们早就计划在一二月份辞职。疫情突然来临后，他们还延迟了辞职时间，甚至有人现在仍奋斗在抗疫一线。3月2日青瓦台方面也作出回应称，对这些人的辛苦被贬低而感到遗憾。,1
青蒿素可以治疗新型冠状病毒肺炎,近几年，研究表明氯喹在“体外”对SARS和MERS冠状病毒有不错的抑制作用，且比较安全。正是因为这些背景，氯喹以及同类衍生物羟氯喹都被纳入本次新型冠状病毒治疗的临床实验中。作为同样具有抗疟作用的青蒿素，很难不让人联想，也许青蒿素也可以抗病毒调节免疫。但目前来看，青蒿素用于新冠肺炎的重症治疗，只存在理论可能。因为关于青蒿素用于系统性红斑狼疮、类风湿性关节炎以及关于免疫调节的研究基本都是动物研究，尚且没有在人体身上得到验证。即使是磷酸氯喹和羟氯喹，成不了特效药，那使用上的优先级就不高，盲目使用还可能造成伤害。,3
台湾专家：根据一篇论文可以得出新冠病毒源头是美国,台湾专家“新冠病毒来自美国”的说法参考的是大陆一篇研究论文。实际上，该论文目前只在中国科学院科技论文预发布平台上公布，还未经同行审评，其结论是否正确还需要更多研究。该网站也声明“（论文）不应被视为结论性的、指导临床实践/健康相关行为的信息，也不应作为既定事实在新闻媒体报道”。那篇论文提到的14个美国患者，都跟武汉有关，所以不能得出新冠病毒的起源是美国这个结论。这个论文的重点想说明的是，来自华南海鲜市场有关患者的病毒，出现在进化的孙子辈里，在进化上并不是最早的病毒。也就是说，在华南海鲜市场爆发肺炎之前，病毒已经在武汉出现了。,1
新冠病毒家庭版试剂盒上市，在家指尖采血就可以测,北京市药监局表示，新型冠状病毒检测试剂盒暂未有家用版。经批准注册的新型冠状病毒检测试剂盒，均需要具备PCR实验室及专用设备的医疗机构才能完成检测，普通市民不能在家庭自行使用。目前，新型冠状病毒肺炎疫情还处于关键防范时期，市民不要轻信“微商”的虚假宣传，出现相关症状应及时就医。,1
伊朗副总统确诊新冠肺炎后，政府官员不戴口罩探望,网帖中伊朗官员看望副总统的图片并非最近拍摄，而是发生在2014年。当时伊朗副总统在德黑兰发生车祸，伊朗前总统和政府其他官员一同到医院探望。,1
美国的电子烟肺炎是新型冠状病毒导致,台湾节目里说美国去年爆发的跟电子烟有关的肺炎，是新冠病毒引起。这个说法很荒谬。电子烟肺炎与新冠肺炎完全不一样，在电子烟肺炎患者的肺泡灌洗液里也没有检测到新型冠状病毒，二者不能混为一谈。,1
因疫情严重，哈尔滨封城,2月27日下午，黑龙江省政府新闻办在哈尔滨举行“黑龙江省应对新冠肺炎疫情进展”第24场系列新闻发布会。发布会上哈尔滨市副市长陈远表示，“封城”一说是不属实的。自开展新冠肺炎疫情防控工作以来，哈尔滨市严格落实国家和黑龙江省的相关工作部署，有力有序开展防疫工作。截至目前，哈尔滨市应对疫情防控工作指挥部从未下达过“封城”的任何命令，也没有实施过。,1
鸡屎藤能预防新型冠状病毒,鸡屎藤又名鸡矢藤，是一种常见的中药药材，因为这种植物有类似鸡屎的臭味而得名。在传统医学典籍中，鸡屎藤的功能被描述为祛风活血、止痛解毒、消食导滞、除湿消肿[1]。但目前并无实验明确证实这些功效。目前也没有任何已公开的实验证据证实鸡屎藤对包含新冠病毒在内的冠状病毒有抑制作用。因此，认为鸡屎藤能预防新冠肺炎毫无依据。而且《有毒中草药彩色图鉴》认为，鸡屎藤的全草是有毒性的。大家千万不要勿信谣言自行服用。,1
